yoruba,english
"Gbogbo eyan lo le de ipo imo ijinle, nkan soso to n dinna aleba yi ni irora wa ati ilodi si w.",Everyone can achieve enlightenment. The only thing standing in the way of this goal is our own tension and negativity.
"Tibetan Buddhism dá lórí kíkọ́ Buddha, ṣùgbọ́n mahayana fàágùn nípasẹ̀ àwọn oríṣi ọ̀na láti Indian Yoga.","The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga."
"Ní ti àlàkalẹ̀, Buddhism ti ilẹ̀ Tibetan rọrùn. Ó ní àṣàrò Kundalini Yoga,àtipa àgbélárugẹ ìfẹ́.","In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love."
"Pẹ̀lú Kundalini Yoga àgbàrá yìí (àgbàrá ìmòye) máa ń di jìjì dìde nípasẹ̀ àwọn ìdúró Yoga, àwọn ẹré ìdárayá mímí, àwọn èrò àtúnwí àti ìwọran.","With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations."
"Ibùdó àṣàrò Tibetan ni Òòṣà Yoga. Látara lílo àfihàn àwọn onírúurú òòṣà, wọ́n ń sàtúnfọ̀ agbára, wọ́n pe àwọn chakras síta, ìtají sì wáyé.","The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created."
"Jámánì jẹ ọ̀tá gbogbo ní àsìkò ogun àgbáyé kejì, èyí tó yọrísí ìfọwọ́sowọ́pọ̀ láàrin ilẹ̀ USSR àti USA. Pẹ̀lú òpin sí ogun náà, ifigagbaga ètò, ìlànà àti àṣà ló mú àwọn orílẹ̀-èdè náà túká .","Germany was a common enemy in World War 2, leading to cooperation between the USSR and USA. With the end of the war the clashes of system, process and culture led to the countries falling out."
"Pẹ̀lú ọdún méjì tí ogun náà fi parí, àwọn tó jẹ́ ọ̀rẹ́ tẹ́lẹ̀ ti wá di ọ̀tà, Ogun abẹ́lé náà wá bẹ̀rẹ̀.","With two years of the end of the war, the former allies were now enemies and the Cold War began."
"Ó yẹ kí ó pẹ́ tó ogójì ọdún tó ń bọ̀ àti pé a ó ja ìjà òtítọ́ nípasẹ̀ asojú àwọn ọmọ ogun ní ojú ogun láti ilẹ̀ adúláwọ̀ lọ sí Asia, ní Afghanistan, Cuba àtàwọn ibòmíràn.","It was to last for the next 40 years and would be fought for real, by proxy armies, on battlefields from Africa to Asia, in Afghanistan, Cuba and many other places."
"Bí yíó ba fi di ọjọ́ kẹtàdínlógún oṣù kẹsàn án, 1993, ikọ̀ alábòbò ilẹ̀ Poland àti ìrètí tó wà ni láti sàtúnse ìpàgọ́ àti àtúngbékalẹ̀ pẹ̀lú ilẹ̀ Ròòmù.","By September 17, 1939, the Polish defense was already broken, and the only hope was to retreat and reorganise along the Romanian bridgehead."
"Amóò, àwọn ètò wọ̀nyí kúròláṣà mọ́jú nígbàtí bíi ajagun 800,000 láti Egbe Ajagun Pupa tì Ìgbìmọ̀ Sofieti wọlé, wọ́n díbọ́n Belarusi àti Yukireni léhin tí wọ́n ṣẹ́gun apá ila òórùn Polandi, ní ìlòdì sí Àdéhùn Àláfíà Riga, Àdéhùn Má-Jàkadì Sofieti-Polandi, pẹ̀lú gbogbo àwọn Àdéhùn ìlúsílù, àti t’oníìlú méjì ati t’oníìlú púpọ̀ si.","However, these plans were rendered obsolete nearly overnight, when over 800,000 soldiers from the Soviet's Union Red Army entered and created the Belarussian and Ukrainian fronts after invading the eastern regions of Poland in violation of the Riga Peace Treaty, the Soviet-Polish Non-Aggression Pact, and other international treaties, both bilateral and multilateral."
Lílo ọkọ̀ ojú omi láti kó ọjà ni ọ̀nà tí ò sì dára jùlọ láti ko ènìyàn tàbí ẹrù tí ó pọ̀ kọjá ní orí òku.,Using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans.
"Isṣ´ àwọn ológun ojú omi látilẹ̀ wá ní láti sàrìdájú wípé orílẹ̀èdè rẹ̀ ní agbára láti kó àwọn ènìyàn àti ẹrù, nígbàkan náà má a tọwọ́ bọ agbára àwọn ọ̀tá láti kó àwọn ènìyàn àti ẹeù wọn.","The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods."
Ìkan lára àpẹrẹ́ má le gbàgbé ti ìkéde North Atlantic ti WWII. Àwọn Amẹ́ríkà ń gbìyànjú láti gbé àwọn ọkùnrin àti àwọn ǹkan èlò kọjá Atlantic Ocean láti ran Britain lọ́wọ́.,One of the most noteworthy recent examples of this was the North Atlantic campaign of WWII. The Americans were trying to move men and materials across the Atlantic Ocean to help Britain.
"Ní ìgbà kanáà, ológun German, tó ń lo U-boats, ńgbìyànjú lati dá súnkẹrẹ fà kẹrẹ ọkọ́ dúró.","At the same time, the German navy, using mainly U-boats, was trying to stop this traffic."
"Tí Allies bá kùnà, Ìlú Germany lè borí Britain bí ó ṣe borí àwọn tókù ní Europe.","Had the Allies failed, Germany probably would have been able to conquer Britain as it had the rest of Europe."
"Àwọn ara Ìrano lo kọ́kọ́ bẹ̀rẹ̀ si ni sin ewure ní bíi ọdún 15,0000 sẹ́yìn ní Oke Sagrosi.","Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran."
"Awon asa ati eya atijo bere si ni pa won mo lati le ri miliki, irun eran ati awo ara lo ni irorun.","Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins."
"Wọ́n má ń sin àwọn ẹran ọ̀sìn lọ́pọ̀ lọ sí orí òkè tàbí àwọn ibi ìkó ẹran jẹ̀ míràn, táwọn olùsìn tó sábàá ma ń jẹ́ ọmọdé tàbí àgùnbánirọ̀ sì má ń tọ́jú wọn lọ́pọ̀ ìgbà, èyí ló fara pẹ́ olùsọ́àgùtàn. Ìlànà èyí tí wọ́n sì ń lò dí òní.","Domestic goats were generally kept in herds that wandered on hills or other grazing areas, often tended by goatherds who were frequently children or adolescents, similar to the more widely known shepherd. These methods of herding are still used today."
Wọ́n tí kọ́ Wágọ́nwè ní Ìlu Gẹ̀ẹ́sì láti sẹ́ntúrí 16th.,Wagonways were built in England as early as the 16th Century.
"Lóòótọ́ àwọn ohun tí wọ́n fi ń wọ́ kẹ̀kẹ́ akẹ́rù ní àwọn pákó pẹlẹbẹ pẹlẹbẹ, wọ́n má ń lo àwọn ẹṣin tó ń wọ́wọn láti lè sáré dáadáa, le fa ẹrù tó pọ̀ láwọn ọ̀nọ̀ tí kò tọ́ dáadáa.","Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day."
Wọ́n tètè sàfihàn àwọn ìgbọ̀nwọ́ ojú ọ̀nà irin láti sàrídájú pé àwọn ipa wà déédé. Ó sàfihàn wípé àwọn ipa yìí yóó múná dóko bíwọ́n bá ní ọ̀pá irin lókè.,"Crossties were introduced fairly early to hold the tracks in place. Gradually, however, it was realised that tracks would be more efficient if they had a stip of iron on the top."
"Eléyìí di ìse, sùgbọ́n irin mún kí àwọn pákó ẹsẹ̀ ọkọ̀ jẹ.","This became common practice, but the iron caused more wear on the wooden wheels of the wagons."
Àmọ́ ṣá wọ́n fi wíìli onírin dípo wíìlì onípákó. Ní ọdún 1767 wọ́n gbe réèli onírín láti òkè délẹ̀ àkọ́kó irú rẹ̣̀ jáde.,"Eventually, wooden wheels were replaced by iron wheels. In 1767, the first full-iron rails were introduced."
"Ọnà ìrìnà àkọ́kọ́ ni fífi ẹsẹ̀ rìn, ọmọ ẹ̀nìyàn bẹ̀rẹ̀ sí ní nàró rín ní bí mílíọ́nù mẹjì ọdún ṣẹ́yìn pẹ̀lú ìgbẹ́ìnde Homo Erectus (tí ó túnmọ̀ sí ọkùnrin tó ń nàró rìn).","The first known transportation was walking, humans began walking upright two million years ago with the emergence of Homo Erectus (meaning upright man)."
Àwọn bàbá bàbá wọn Ostralopitekusi ò dúró rìn.,"Their predecessors, the Australopithecus did not walk upright as habitually."
"Ìmọ̀já àwọn aláfẹsẹ̀tẹ̀ onípele méjì ni wọ́n rí nínú àwọn ẹ̀rí àbáláyé Australopithecus ní bíi mílíọ̀nù 4.2 sí 3.9 ọdún sẹ́hìn, ẹ̀wẹ̀ ó ṣeéṣe kí Sahelanthropus ti rìn pẹ̀lú ẹsẹ̀ méjì ní ọdún mílíọ̀nù méje sẹ́hìn.","Bipedal specializations are found in Australopithecus fossils from 4.2-3.9 million years ago, although Sahelanthropus may have walked on two legs as early as seven million years ago."
"A lè bẹ̀rẹ̀ sih ní gbeh ìgbé ayé to faramọ́ra, bẹ́ẹ̀ sì ni a tún lè jẹ́ ajàjàgbara kí a lè mú àdínkù bá ìyà tí o le.","We can start living more friendly to the environment, we can join to the environmental movement, and we can even be activists in order to reduce the future suffering in some degree."
"Èyí dàbi wíwo àwọn àmà àìsàn ni ọ̀pọ̀ ìgbà. Sùgbón, tí a kọ ba fẹ ojútuu ránpẹ, a nílò làti wá ìdí àwọn ìṣòro náà, ki´ a si yanjú wọn.","This is just like symptomatic treatment in many cases. However, if we do not only want a temporary solution, then we should find the root of the problems, and we should deactivate them."
"Ó hàn kedere wípé ayé ti yípadà gidigidi pèlú ìlọsíwájú ìmọ̀-èrọ àti sáyẹ̀nsì láti ọwó ẹ̀dá ènìyàn, àti wípé ìṣòro ti di púpọ̀ nípasè pípọ̀ làpọ̀jù àti ìgbé ayé àsẹjù.","It is obvious enough that the world has changed much because of humankind's scientific and technological advancements, and problems have become greater because of overpopulation and mankind's extravagant lifestyle."
Lẹ́yìn tí wọ́n bá yálò ní ọjọ́ Agemo 4 wọn fi atọ́kùnwò rẹ̀ ti Àrẹ Kongresi Johanu Hankoki àti akọ̀we Ṣalsi Tomsini fọwọ́sí ránṣẹ́ sí ilé ìtẹ̀jáde Johanu Dunlapi tí ò jìnà.,"After its adoption by Congress on July 4, a handwritten draft signed by the President of Congress John Hancock and the Secretary Charles Thomson was then sent a few blocks away to the printing shop of John Dunlap."
Bíi ẹ̀dà̀ àádọ́jọ sí igba ni wọ́n se mọ́jú tí a ńpè ní “Dunlap broadsides”.,"Through the night between 150 and 200 copies were made, now known as ""Dunlap broadsides""."
John Niksoni lo ka iwe naa nigba akoko ti won maa ka ni gbanga ni ogba Hoolu Ominira ni Agemo 8.,The first public reading of the document was by John Nixon in the yard of Independence Hall on July 8.
"Wọ́n fi ìkan ránṣẹ́ sí George Washington ní ọjọ́ lẹfà oṣù kẹje, tó kàá fún àwọn ikọ̀ rẹ ní New York ní ọja kẹssàn oṣù kẹje. Ẹ̀dà kan dé London ní ọja kẹwàá oṣù kẹjọ.","One was sent to George Washington on July 6, who had it read to his troops in New York on July 9. A copy reached London on August 10."
Ìwọ̀n mẹ́ẹ̀dógbọ̀n ìwé fẹ̀rẹ̀gẹ̀dẹ̀ ti Dunlap èyí tí a mọ̀ wípé ó jẹ́ ẹ̀dà àkọọ́lẹ̀ tó dàgbà jù tó sì wà. Àpilẹkọ̀ ẹ̀dà náà gan-an kò sí mọ́.,The 25 Dunlap broadsides still known to exist are the oldest surviving copies of the document. The original handwritten copy has not survived.
Púpọ̀ nínú àwọn paleontologist lónìí gbàgba pè ẹgbẹ́ dinosaur kan yè ó sì wá ní ayé di òní. A pè wọ́n ní ẹyẹ.,Many paleontologists today believe that one group of dinosaurs survived and is alive today. We call them birds.
Opo eyan lo kin ri won gege bi dainoso tori pe won ni ye won de le fo.,Many people don't think about them as dinosaurs because they have feathers and can fly.
Sùgbọ́n ọ̀pọ̀lọpọ̀ nǹkan lówà nípa ẹyẹ tí ó sì dàbí ti dinosaur.,But there are a lot of things about birds that still look like a dinosaur.
"Wọ́n ní ẹsẹ̀ tó ní pele àti èékán, wọ́n ń yé ẹyin àti pé wọ́n ń rìn pẹ̀lú ẹsẹ̀ ẹ̀yìn wọn méjì bíi ti T-REX.","They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex."
Gbogbo àwọn ẹ̀rọ ayára bí àṣá tí wọ́n ń lò lónìí ló dá lórí ìlọ́pọ̀ àwọn ọ̀rọ̀ tí wọ́n ti kóòdù nílànà òǹkà .,Virtually all computers in use today are based on the manipulation of information which is coded in the form of binary numbers.
"Nọ́ḿbà bínárì lè ní ọ̀kan nínú iye méjì ìyẹn oódo àti oókan, àwọn iye wọ̀nyìí ni wọ́n ń pè ní binary digits - tàbí bits, láti le fi se jágbajàgba ẹ̀rọ ayárabíàṣá.","A binary number can have only one of two values, i.e. 0 or 1, and these numbers are referred to as binary digits - or bits, to use computer jargon."
Aarun italoro inu le ma farahan lesekese. Awon ami aisan bii eebi ma saba waye torina won o le se iwadii aarun naa lesekese.,"Internal poisoning may not be immediately apparent. Symptoms, such as vomiting are sufficiently general that an immediate diagnosis cannot be made."
Ohun tí ó dára jù láti sàfihàn májèle lábẹ́lẹ́ ni bí ike òògùn olóró tàbí ohun inú ilé tí ó le sekúpani bá wà.,The best indication of internal poisoning may be the presence of an open container of medication or toxic household chemicals.
Se àyẹ̀wò lébẹ̀lì náà fún ìtọ́nisọ́nà ìrànlọ́wọ́ àkọ́kọ́ fún májèlé ọ̀hún ní pàtó.,Check the label for specific first aid instructions for that specific poison.
"ọrọ̀ yìí “bug” ní àwọn onimọ kòkòrò máa ń lò, láti pe èyíkéyìí àkójọpọ̀ àwọn kòkòrò.",The term bug is used by entomologists in a formal sense for this group of insects.
"Ọ̀rọ̀ yìí ni wọ́n mún láti ìdámọ́ àtijọ́ pẹ̀lú ìdun, èyí tó jẹ́ kòkòrò tó tètè ma ń di èyí tó ń lẹ̀ mọ́ni lára.","This term derives from ancient familiarity with Bed-bugs, which are insects highly adapted to parasitize humans."
"Àwọn oríṣi ìdun méjèèjì jẹ́ ẹ̀ranko tí kò lè kúrò ní ibi ìbí rẹ̀, tí ibi tí wọ́n pàgọ́ sí ti mọ́ wọn lár.","Both Assassin-bugs and Bed-bugs are nidicolous, adapted to living in nest or housing of their host."
"Káàkiri orílẹ̀èdè America, ìṣẹ̀lẹ̀ àìsàn ọpọlọ àti ògóró ẹ̀yìn (MS) tí ó tó irinwó ẹgbẹ̀rún, èyí tí ó mún un di àìsàn tó nííse pẹ̀lú ọpọlọ láàrin àwọn ọ̀dọ́ àti àwọn tí ó wà ní agbedeméjì ọjọ́ orí tí ó pọ̀jù lọ ní ìwádìí ti fìdi rẹ̀ múnlẹ̀.","Across the United States of America, there are approximately 400,000 known cases of Multiple Sclerosis (MS), leaving it as the leading neurological disease in younger and middle aged adults."
